Serial Number,Shape Type,X,Y,Width,Height,Rotation,Frame Color,Fill Color,Is Filled
2197,Rectangle,5.073241159947656,91.83756167680315,10.0,10.0,41.697624157672344,#000000,#80FF00,True
2198,Rectangle,14.480642807476215,98.94573820507867,10.0,10.0,30.520981784128182,#000000,#80FF00,True
2199,Rectangle,26.12029744352367,101.42251391187222,10.0,10.0,23.557525034235262,#000000,#80FF00,True
2203,Rectangle,6.342470055603826,147.20237572625967,10.0,10.0,32.0,#000000,#80FF00,True
2204,Rectangle,8.725470259689644,161.5656704848002,10.0,10.0,28.0,#000000,#80FF00,True
2205,Rectangle,-0.5898291700455047,155.84443993251932,10.0,10.0,28.0,#000000,#80FF00,True
2206,Rectangle,21.010233428056097,111.63840712688852,10.0,10.0,-147.55604521958398,#000000,#80FF00,True
2208,Rectangle,-0.24290721301713347,102.08619798149346,10.0,10.0,-140.00583255295123,#000000,#80FF00,True
2215,Rectangle,-4.7489474285879965,3.325990699450813,10.0,10.0,-69.27444113443929,#000000,#80FF00,True
101,Triangle,4.15046325219879,13.172763644042334,10.0,10.0,-66.0,#000000,#80FF00,True
2218,Rectangle,8.567603984649963,123.92084064937706,10.0,10.0,-139.77243141743128,#000000,#80FF00,True
2219,Rectangle,-0.32681273095192864,116.36043201601422,10.0,10.0,-140.20738647683214,#000000,#80FF00,True
2225,Rectangle,17.632172454217255,118.1435206828221,5.0,10.0,129.0,#000000,#80FF00,True
2226,Rectangle,8.357716310223225,108.82017444574058,10.0,10.0,-48.0,#000000,#80FF00,True
2227,Rectangle,102.05526463500559,229.12898724324225,10.0,10.0,50.02407525853937,#000000,#80FF00,True
2228,Rectangle,109.07773667817287,238.60755321844226,10.0,10.0,51.926607719416026,#000000,#80FF00,True
2233,Rectangle,109.67819196370334,220.5854818695949,10.0,10.0,52.554284760910555,#000000,#80FF00,True
2234,Rectangle,116.4049372119191,229.70080384105734,10.0,10.0,55.29249014207108,#000000,#80FF00,True
2235,Rectangle,124.61389442473705,238.0189028510839,10.0,10.0,41.43560703383694,#000000,#80FF00,True
2236,Rectangle,134.5104172674021,243.9080992868934,10.0,10.0,31.286636519386498,#000000,#80FF00,True
2239,Rectangle,149.90973433518457,236.86377888729362,10.0,10.0,26.0,#000000,#80FF00,True
2240,Rectangle,139.3297241653413,220.04764489467846,10.0,10.0,-48.0,#000000,#80FF00,True
2241,Rectangle,121.45459916583025,216.29948522231018,10.0,10.0,-28.0,#000000,#80FF00,True
2242,Rectangle,137.96616760700863,232.87343259990712,10.0,10.0,30.0,#000000,#80FF00,True
